id	filename	md5	size	state	acl	project_id	category
7978063b-4d20-4e46-a25e-1ca24025a76b	cf263849-3ea7-4c04-a648-a2d7f37cbab9_wxs_gdc_realn.bai	48acb258d83cb948a9398f0338b78fb8	6762744	released	[b'phs002179']	MATCH-U	index_file
001a0010-35bf-4b64-be76-39b50d03957a	cf263849-3ea7-4c04-a648-a2d7f37cbab9_wxs_gdc_realn.bam	e0ecfa35b1666254f144c8b1bf4d8b83	44344239494	released	[b'phs002179']	MATCH-U	data_file
00fc7af6-148b-4a5f-8abe-a5ccd3e9c566	MATCH-U-B5O7.json	72dd6dc9ea7a05a92e25a43d5b130b56	9287	released	[b'phs002179']	MATCH-U	data_file
da5be413-e244-42f8-a6e7-91b74713bb59	5c7e6516-2afc-408e-8c96-c045ad3ee8b9_wxs_gdc_realn.bai	46c57ee41914143abebb39e73cd8ef21	6682000	released	[b'phs002179']	MATCH-U	index_file
012d880f-16bf-4147-aa85-c417d9066e46	5c7e6516-2afc-408e-8c96-c045ad3ee8b9_wxs_gdc_realn.bam	b669bfdd0d961b25dc7279719a3edde9	36315785247	released	[b'phs002179']	MATCH-U	data_file
9f97d4de-f720-41bc-961a-6f5cd30ba5f0	0c0dbcf8-88f6-4d41-a545-ff908b843073_wxs_gdc_realn.bai	4de4613ff85921142c3aa4f2700281e0	6676696	released	[b'phs002179']	MATCH-U	index_file
01439b18-da34-4431-a552-f443e548501e	0c0dbcf8-88f6-4d41-a545-ff908b843073_wxs_gdc_realn.bam	cb536ad7cdf9e8d4d29eb7b8dfb82f8e	36537620592	released	[b'phs002179']	MATCH-U	data_file
01f397e9-f014-4e55-b1cb-8d8ea1b2c270	MATCH-U.471a389b-fd75-4fc8-8d27-c5615e3e4549.star_fusion.rna_fusion.tsv	e9ed5fef1e594795a75d8bede5785048	2551	released	[b'phs002179']	MATCH-U	data_file
027ac321-47b0-4dde-9074-41737feb92c4	d16ade03-1fa8-4cec-886f-74a37fc5f116.rna_seq.transcriptome.gdc_realn.bam	3cd490e88e5610fbc0ec86bea6b7c6dd	17750123078	released	[b'phs002179']	MATCH-U	data_file
02d01bba-fbf0-4a32-9b7a-b02516c875a7	MATCH-U.ef6d8a10-2192-41ca-b945-704fe57e6e2c.star_fusion.rna_fusion.bedpe	b9b5f02fc471672f770d36934338fa59	448	released	[b'phs002179']	MATCH-U	data_file
827142ec-2989-43c0-a976-2ab0a3a7cd97	a7f6e308-b050-43e4-b699-fddda18327ab.rna_seq.chimeric.gdc_realn.bam.bai	3aa2e0cc062bc49af476fdd00be1fd14	2038568	released	[b'phs002179']	MATCH-U	index_file
02ea4b99-1c8d-475f-93b6-45d515d21d6e	a7f6e308-b050-43e4-b699-fddda18327ab.rna_seq.chimeric.gdc_realn.bam	779dd3badb539164c8cf1d70c45db798	25605170	released	[b'phs002179']	MATCH-U	data_file
034b3e2e-a824-4857-89e8-e6e556b73040	7456f5d3-2226-4e7f-898f-12dddf807166.rna_seq.transcriptome.gdc_realn.bam	d17ba813c8a773c775e3d723063ddcae	19636205077	released	[b'phs002179']	MATCH-U	data_file
039265a0-2f8a-40ca-abe5-1b3a9a140121	MATCH-U.0daa075a-c40d-44cc-99e6-d9ec06adc822.arriba.rna_fusion.tsv	a3991e5ecd2d6f76cbebd410da6892b9	6548	released	[b'phs002179']	MATCH-U	data_file
aa55ecff-9504-411b-a7b2-032415641d80	MATCH_U.360bbf77-8f4c-454c-aa88-05c002cebc87.wxs.VarScan2.somatic_annotation.vcf.gz.tbi	a73a293c4edc7e573b5fb27ecc815f10	15357	released	[b'phs002179']	MATCH-U	index_file
04b75d89-337a-4a45-8186-0a3ea27d3426	MATCH_U.360bbf77-8f4c-454c-aa88-05c002cebc87.wxs.VarScan2.somatic_annotation.vcf.gz	d5bc08b3dd8be23efa7ed04ef8be4370	370740	released	[b'phs002179']	MATCH-U	data_file
c65f2800-8f69-43c2-a911-6579796fe870	6fd65484-b9cc-42bc-9350-8066aa1b2215_wxs_gdc_realn.bai	72b735c922d5d955eeff67928f7b0688	6790936	released	[b'phs002179']	MATCH-U	index_file
05346213-5761-4ef5-8c42-76f24b2ba16d	6fd65484-b9cc-42bc-9350-8066aa1b2215_wxs_gdc_realn.bam	72f38bcbc1adf5725128db7e4ca24f81	41915836866	released	[b'phs002179']	MATCH-U	data_file
33f29fbd-e0b3-4920-84e5-e8fe88043b77	MATCH_U.c49eebf0-e8d8-4d7a-9a0b-4e0caa7c87cc.wxs.MuSE.somatic_annotation.vcf.gz.tbi	df288265ab1bcb9688a740b6c90dbbb1	12379	released	[b'phs002179']	MATCH-U	index_file
05e747c9-c5d1-4fd9-bdbf-39a0578ac605	MATCH_U.c49eebf0-e8d8-4d7a-9a0b-4e0caa7c87cc.wxs.MuSE.somatic_annotation.vcf.gz	66e344c38b1fbcb2184a0af9f08aca46	218100	released	[b'phs002179']	MATCH-U	data_file
d3ec3583-dbbb-4b18-ad3f-7dbe61812754	231a405d-234b-4973-8872-e41b6516c589.rna_seq.chimeric.gdc_realn.bam.bai	4301259de856c0e6e2f3f7e78e9f1913	2146080	released	[b'phs002179']	MATCH-U	index_file
06576d14-3607-4235-9251-28acafb2ddc7	231a405d-234b-4973-8872-e41b6516c589.rna_seq.chimeric.gdc_realn.bam	18d7dcd484905defe73af29faa7369c6	25789745	released	[b'phs002179']	MATCH-U	data_file
fd523158-4342-4b32-ba57-f3e351c983bf	MATCH-U.66d2826b-d8a1-498a-888f-5a75b6b8acd4.wxs.muse.raw_somatic_mutation.vcf.gz.tbi	3d3e65d3756accfde0e17e8f7433dd53	26613	released	[b'phs002179']	MATCH-U	index_file
06fbc8e0-d6de-4939-b803-ea03c084a3ae	MATCH-U.66d2826b-d8a1-498a-888f-5a75b6b8acd4.wxs.muse.raw_somatic_mutation.vcf.gz	5cfaecfe13928977ff49790cae101bb9	76558	released	[b'phs002179']	MATCH-U	data_file
1b68bd0f-0092-42bd-a727-ba57673ff54c	4ce6a605-6b61-482b-8c3a-a165a025a5b4.rna_seq.genomic.gdc_realn.bam.bai	6f418cb548e834186538a7fa445a9b2f	4333840	released	[b'phs002179']	MATCH-U	index_file
0742980a-f5ad-444b-aad6-d8f4667565ec	4ce6a605-6b61-482b-8c3a-a165a025a5b4.rna_seq.genomic.gdc_realn.bam	8a405c048e91c20f8bcaea9be94a0617	4927069904	released	[b'phs002179']	MATCH-U	data_file
079920b4-1127-4c19-8a06-a25a78ac63ea	MATCH-U-B5O5.json	312ebeb4367a6fa08072f11ea6d903cb	9329	released	[b'phs002179']	MATCH-U	data_file
f3e7c530-2630-40b3-b3a3-2ae234cfccd0	MATCH-U.7f57cd79-36e8-47ba-a58e-ac357ad7031a.wxs.tumor_only.gatk4_mutect2.raw_somatic_mutation.vcf.gz.tbi	a761441a93fc81f3584376bb06ab2beb	899334	released	[b'phs002179']	MATCH-U	index_file
079dbdf3-5a80-4d63-b98e-9422cf92707b	MATCH-U.7f57cd79-36e8-47ba-a58e-ac357ad7031a.wxs.tumor_only.gatk4_mutect2.raw_somatic_mutation.vcf.gz	52d309cdd9203083ebb84264f0a76856	3743616	released	[b'phs002179']	MATCH-U	data_file
08578cb7-15c4-4e37-9e0b-4375cd3720c0	MATCH-U-B5O1.json	d4f07ff0ce8ef58c15cce4575e2e542f	2165	released	[b'phs002179']	MATCH-U	data_file
94f76a28-ddf0-4966-888f-d2ee954147a0	MATCH_U.c95f76b5-6597-48b3-a2e5-56ba2927604e.wxs.VarScan2.somatic_annotation.vcf.gz.tbi	ae236337837e48961e241eba0b2fe3b4	10179	released	[b'phs002179']	MATCH-U	index_file
086ecb8c-0b21-41d1-ada2-6af79da03d58	MATCH_U.c95f76b5-6597-48b3-a2e5-56ba2927604e.wxs.VarScan2.somatic_annotation.vcf.gz	5773f07e751d7e94f60710a02b2646bf	172531	released	[b'phs002179']	MATCH-U	data_file
08a4998c-8e5f-4b03-b1b1-17f91d8ebc3d	MATCH-U.4685039b-eaad-40de-b604-0f504cfbd888.arriba.rna_fusion.bedpe	f874f29d8cff281871c3b96c817ed728	340	released	[b'phs002179']	MATCH-U	data_file
1da50cdd-d804-43ec-b117-f039c55ad63b	MATCH-U.556cdfee-c899-4faa-bac0-71c12fb28395.wxs.pindel.raw_somatic_mutation.vcf.gz.tbi	a059a8b93939c6e52ac253fb258fe52a	5254	released	[b'phs002179']	MATCH-U	index_file
08d0634c-1138-493f-96a4-cbc5049bb3d1	MATCH-U.556cdfee-c899-4faa-bac0-71c12fb28395.wxs.pindel.raw_somatic_mutation.vcf.gz	f4f28c420b2c9b09d53e8055f58c777c	24833	released	[b'phs002179']	MATCH-U	data_file
08f44aca-0a6f-40a9-a162-cee7f90c8b73	MATCH-U.a802be4c-786b-489f-8e69-a246462d9964.arriba.rna_fusion.tsv	b4e10c55dcb1df0b19c93a09625c2367	12570	released	[b'phs002179']	MATCH-U	data_file
fadbf55a-b306-4dd5-b001-aac40456bc02	MATCH-U.8b28102b-950b-4b66-9e36-6acde587a2c0.wxs.pindel.raw_somatic_mutation.vcf.gz.tbi	f606b29d0882d0ee26c5911186dfca17	4419	released	[b'phs002179']	MATCH-U	index_file
092e2845-20e5-4db4-80d9-ff9d97bfe433	MATCH-U.8b28102b-950b-4b66-9e36-6acde587a2c0.wxs.pindel.raw_somatic_mutation.vcf.gz	aaa1b699c9d140a9c6fcc1b7f4e855c6	22892	released	[b'phs002179']	MATCH-U	data_file
10a2eb8a-f94e-4516-829d-5724fa45b759	MATCH-U.ccf583a7-3a42-47ec-b93c-9b7e51b0bd2f.wxs.varscan2.raw_somatic_mutation.vcf.gz.tbi	06c072d5e6e1d0670e0e0ab638d65bca	9165	released	[b'phs002179']	MATCH-U	index_file
09f27268-1d48-47c5-807e-edcf3057e576	MATCH-U.ccf583a7-3a42-47ec-b93c-9b7e51b0bd2f.wxs.varscan2.raw_somatic_mutation.vcf.gz	56a9f88c1480266d9d290e86ee5e36b8	36310	released	[b'phs002179']	MATCH-U	data_file
