id	filename	md5	size	state	acl	project_id	category
0029aa1e-bb2b-402a-bd0d-41a12760384e	60d80089-fdc6-48e2-85a1-1c5884560103.methylation_array.sesame.level3betas.txt	16fead4e23a845535c8dde4d584cb529	13163878	released	[b'open']	TCGA-UCS	data_file
003304a4-1eee-4ce9-9921-94a10256537c	f926d46c-7055-41a1-afd2-f0dae7036ccc.methylation_array.sesame.level3betas.txt	4adc10eced01f2e17d1b3e4db53e70c0	13075258	released	[b'open']	TCGA-UCS	data_file
8c87db4d-de1c-4859-b6b5-6a82f3a3ff2f	TCGA_UCS.5a00b276-ff78-47e8-b5af-1042f34c0738.wxs.VarScan2.somatic_annotation.vcf.gz.tbi	b14b84d6bd17a1bca0f159c377d3e15c	11665	released	[b'phs000178']	TCGA-UCS	index_file
00348234-bb76-4964-894e-9de9ba331ca3	TCGA_UCS.5a00b276-ff78-47e8-b5af-1042f34c0738.wxs.VarScan2.somatic_annotation.vcf.gz	6e2522204cc3ba3aeb90ba3c02f08e20	263744	released	[b'phs000178']	TCGA-UCS	data_file
003927fa-391a-40d1-a90e-8610ae2af02e	d78c24e3-94a9-4e73-b861-e5b7bcc0f975_noid_Grn.idat	655eea1c567fb5648cc533f97483ec3f	8095277	released	[b'open']	TCGA-UCS	data_file
0bf67795-b9cf-4831-8ea3-50b8af0cda6f	36762922-ddc2-4ca2-a71f-2b9ee66c039d.wxs.muse.raw_somatic_mutation.vcf.gz.tbi	c96359d61619b1e0c03762ed715bc44e	7554	released	[b'phs000178']	TCGA-UCS	index_file
0039c520-bf89-4f46-9dd5-af14e6d74773	36762922-ddc2-4ca2-a71f-2b9ee66c039d.wxs.muse.raw_somatic_mutation.vcf.gz	0193364cdcfca058429f1c00e36c77a8	30733	released	[b'phs000178']	TCGA-UCS	data_file
00522fe5-516a-4e62-8009-e0698c2d037e	nationwidechildrens.org_biospecimen.TCGA-N5-A4RM.xml	996e03430f3e24c52a78e1e07bee2d7b	61726	released	[b'open']	TCGA-UCS	data_file
007b1a62-949a-414f-9ffb-2121a1768e43	TCGA-UCS.5b6a299d-9a4f-4ddc-8841-b1c60fe57997.arriba.rna_fusion.bedpe	232c7829e660274d8bdfe223111ebea4	10341	released	[b'phs000178']	TCGA-UCS	data_file
befa7198-4e21-4b77-97fb-965d50c8a461	TCGA_UCS.7ea16309-04b4-41ff-93aa-dc3605be9fc7.wxs.VarScan2.somatic_annotation.vcf.gz.tbi	e32bfe15f7937dfe116a3c8e0ae139bc	11426	released	[b'phs000178']	TCGA-UCS	index_file
007c3c99-c50f-4e45-907a-7ab78f47ff0d	TCGA_UCS.7ea16309-04b4-41ff-93aa-dc3605be9fc7.wxs.VarScan2.somatic_annotation.vcf.gz	8d2de6c206adef0e1236a1008d9234f9	229002	released	[b'phs000178']	TCGA-UCS	data_file
00870eed-9cc1-4a26-96f9-00e0801e6f10	TCGA-UCS.53cce703-0690-4bc5-835e-cc91660c50d3.gene_level_copy_number.v36.tsv	bb45f8d39d8c61086762a5bc6e144f21	3446787	released	[b'open']	TCGA-UCS	data_file
a9eeead0-08ca-494c-9c27-ae1b19f6a57f	TCGA_UCS.efd0945c-8f81-4cff-85ec-1b4057192283.wxs.MuTect2.somatic_annotation.vcf.gz.tbi	4a2f24982acd4155920ab82293ac8591	28212	released	[b'phs000178']	TCGA-UCS	index_file
0088179f-12f5-4055-bdcc-df36a55a9211	TCGA_UCS.efd0945c-8f81-4cff-85ec-1b4057192283.wxs.MuTect2.somatic_annotation.vcf.gz	59e1d4c94f9de222ba32e824c4fafc66	1029603	released	[b'phs000178']	TCGA-UCS	data_file
00cb759f-0e19-481a-b6c8-a4c26453dac1	66cc4d85-e2ac-4894-bdae-2966803d4af6.wxs.Pindel.aliquot.maf.gz	b000fa64be8e8495d9f63fc00a887a51	51324	released	[b'phs000178']	TCGA-UCS	data_file
341e153e-00be-4c22-876e-f1bec0372a41	TCGA_UCS.252c95e9-be81-4dea-b428-ae2c013c2df2.wxs.Pindel.somatic_annotation.vcf.gz.tbi	82d1dba364d1d9d0639504b68056849f	5436	released	[b'phs000178']	TCGA-UCS	index_file
00d97667-da5b-49f4-b6f8-e91c1e924757	TCGA_UCS.252c95e9-be81-4dea-b428-ae2c013c2df2.wxs.Pindel.somatic_annotation.vcf.gz	87979a725d3c028a0213f1feeb74173a	51552	released	[b'phs000178']	TCGA-UCS	data_file
4f3e36e6-e457-4cf2-a197-9fd0b4cf81bb	TCGA-UCS.e9615189-7b2e-4e7e-8a9f-e3722b8abf27.wgs.varscan2.raw_somatic_mutation.vcf.gz.tbi	f4d2406a6ddc43d04ccde7e14bb9829e	146742	released	[b'phs000178']	TCGA-UCS	index_file
01122c6d-b6ed-41f7-9b29-e0341d353eeb	TCGA-UCS.e9615189-7b2e-4e7e-8a9f-e3722b8abf27.wgs.varscan2.raw_somatic_mutation.vcf.gz	f291bc8650864d802356434a33723732	843161	released	[b'phs000178']	TCGA-UCS	data_file
04932ae8-155e-40ba-8288-d35564ba69d1	f54ed0bf-8a27-4981-bff2-bcf7584a8e27_wgs_gdc_realn.bai	ba4711a9e1b444c6792c36b69e83e00d	10273168	released	[b'phs000178']	TCGA-UCS	index_file
011f68f7-ad64-41ad-bf04-f73e8db74a19	f54ed0bf-8a27-4981-bff2-bcf7584a8e27_wgs_gdc_realn.bam	37b6f092736892f1e2af33d7c0044e3b	290846741688	released	[b'phs000178']	TCGA-UCS	data_file
01286f01-3189-4496-b14a-472c75e3f3ce	TCGA-UCS.0117e7ce-91e0-4a54-a513-564465124de2.star_fusion.rna_fusion.bedpe	8fcb00a699d37b61a6cd10733b629a4e	470	released	[b'phs000178']	TCGA-UCS	data_file
9fa7a78d-1218-42a6-9a86-53a7c36070b5	5af5265b-b489-4307-b4b7-9ea5d8f1b461_wxs_gdc_realn.bai	d5239fd3ca18eeff62a1dc0229ae76f2	8100584	released	[b'phs000178']	TCGA-UCS	index_file
01398971-0c3a-4371-9bd8-6e6bf5014dc8	5af5265b-b489-4307-b4b7-9ea5d8f1b461_wxs_gdc_realn.bam	7dbe766228ef5f458f8e965fda43997c	16764340650	released	[b'phs000178']	TCGA-UCS	data_file
0142e090-57e4-452c-9f98-4305e2666a8b	TCGA-UCS.2e932d08-ad7a-4ef4-8278-3bdf6cee70be.arriba.rna_fusion.bedpe	239d3609c32b8769d763edc92fe38a12	8218	released	[b'phs000178']	TCGA-UCS	data_file
0161d17e-336d-42fa-bc85-dd762be16e7c	TCGA-UCS.0c478ab2-6148-4c23-9c60-734ea81de9c2.ascat3.allelic_specific.seg.txt	af2c2f1578b385ccccb9940873105eb4	2847	released	[b'open']	TCGA-UCS	data_file
016e275a-c9c8-4205-881f-edc3227fd8e0	TEENY_p_TCGA_302_303_N_GenomeWideSNP_6_E07_1344586.nocnv_grch38.seg.v2.txt	4e061b553990c88aaf44c4cd50f69706	43741	released	[b'open']	TCGA-UCS	data_file
1a4ccfc3-3f29-47a9-9f66-8bb6e9956869	98a227e4-482c-464f-a963-dcc1cd8f52d6.somatic_sv.vcf.gz.tbi	243c12a975db8a26439ff1ae08cd8486	14290	released	[b'phs000178']	TCGA-UCS	index_file
017a71f0-726f-41cc-abd0-908772e47459	98a227e4-482c-464f-a963-dcc1cd8f52d6.somatic_sv.vcf.gz	6597c4981169ccb032958b279c4ae1cf	69950	released	[b'phs000178']	TCGA-UCS	data_file
01807a94-0bed-4f81-81f5-5f05c015e6d2	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_H06_1344328.nocnv_grch38.seg.v2.txt	88b9962467e8a1145f719afe067b6763	3189	released	[b'open']	TCGA-UCS	data_file
01c6f9b4-be82-43c3-8254-ebea990d6b0b	4c4d40e5-7289-40e1-be87-649b9181f5cc_noid_Red.idat	d5fd8bd6b883d06b913ece3f4b071ac4	8095272	released	[b'open']	TCGA-UCS	data_file
01c9085f-10e7-4794-a5f4-48aa76bedb86	TCGA-UCS.a2c9260e-2206-4f98-b081-ced291d305b9.star_fusion.rna_fusion.tsv	4b8b7e313525fd4bbf10fafd1e63d477	30644	released	[b'phs000178']	TCGA-UCS	data_file
01eab55b-b130-432b-ade6-b90caeac56f5	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F09_1344414.CEL	4fbb4340ff3aaeb93a2d4bac55ec8d27	69073897	released	[b'phs000178']	TCGA-UCS	data_file
dfc36815-a16b-4bd1-ae92-4646e5212aad	a8fef2a8-f4a9-46e8-8528-36052ebc9a41.wxs.varscan2.raw_somatic_mutation.vcf.gz.tbi	46020bd031c52c5f77ab9732a9b7b246	8047	released	[b'phs000178']	TCGA-UCS	index_file
01ed6076-0a6f-401a-b2f4-1dca31918938	a8fef2a8-f4a9-46e8-8528-36052ebc9a41.wxs.varscan2.raw_somatic_mutation.vcf.gz	53f6171368312d25908264c9b400fe28	33645	released	[b'phs000178']	TCGA-UCS	data_file
01fbbbf7-477b-40e2-9111-c461cc618982	a3a40aae-6b8e-4bf5-9fe1-4055f207a38a.wxs.aliquot_ensemble_masked.maf.gz	4c0b4b1f2248c6ab63a95811810de5bc	33883	released	[b'open']	TCGA-UCS	data_file
020ab631-55d9-4aae-9abd-414759e2865d	c219ffea-010a-4aa9-a150-35bdc3cd8aed.somatic.SV.bedpe	c8379067aa9935e9c3130efb8dcd4e04	86110	released	[b'phs000178']	TCGA-UCS	data_file
027742b4-7598-472a-99f9-f7cf46f089d4	eaa66a3b-8a4e-41e1-bdfe-b249ff8935d4_noid_Red.idat	9bb303a3271825054190db837f909d49	8095287	released	[b'open']	TCGA-UCS	data_file
028136de-d214-4ba3-862a-ec99c1824f7c	bca6275a-d8f1-48ca-8ee2-9f6b54f40597.mirbase21.mirnas.quantification.txt	f7d76f2b137fe2c6684c82e09f391b3c	50514	released	[b'open']	TCGA-UCS	data_file
0285b44d-aa7c-4658-8890-527df9bacba5	TCGA-UCS.f0f8393a-4bd2-4448-a621-9c5f01ba5e09.arriba.rna_fusion.tsv	3df1e16919db429564180d644aedfebf	17123	released	[b'phs000178']	TCGA-UCS	data_file
02a66471-f616-4135-929e-aa19a202dad0	28431854-7a47-487d-a398-4ea7f447f95b.rna_seq.transcriptome.gdc_realn.bam	6c16e4afd707d5c51f0f68da214a5584	13567231202	released	[b'phs000178']	TCGA-UCS	data_file
02b41595-2bd5-46cd-b043-d1c17ced4ca6	TEENY_p_TCGA_302_303_N_GenomeWideSNP_6_G01_1344602.CEL	ed6339128765096911871f3b0a760064	69114573	released	[b'phs000178']	TCGA-UCS	data_file
02c522f1-bcea-460d-b45b-56d05fb12243	TCGA-UCS.8e2cafa4-4989-4f86-a0d7-c9b4058a142e.ascat2.allelic_specific.seg.txt	be5fa7fb7612c5a0d42f1d794e476934	29361	released	[b'open']	TCGA-UCS	data_file
02cc4d8c-0814-42c7-ab53-9b0372f02fa9	79f86ede-08ae-4738-b8e2-6b0d4cfe8e0e.methylation_array.sesame.level3betas.txt	4df813134f3078942b6b8d28b8dbe1e7	13110792	released	[b'open']	TCGA-UCS	data_file
0327c782-7321-4bbf-9612-eb317e023248	TCGA-UCS.6eff071f-6aba-431f-9fd8-602954063e61.star_fusion.rna_fusion.bedpe	ce3df2235a143163981dc47cd88605f1	1969	released	[b'phs000178']	TCGA-UCS	data_file
77229654-43a9-4f8b-aec9-365d0e040fa9	5ac4d63d-ae81-4a0b-9f23-dee213943dc9.wgs.CaVEMan.raw_somatic_mutation.vcf.gz.tbi	126cad38f56edcf4bbbeda5565588301	795880	released	[b'phs000178']	TCGA-UCS	index_file
03430678-08c5-4fc4-b601-1ef65d61194c	5ac4d63d-ae81-4a0b-9f23-dee213943dc9.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	3b76cea046631cc43109e797a4b913ba	13006182	released	[b'phs000178']	TCGA-UCS	data_file
d9770aa2-2c7d-41c9-ac56-2b13c8fa0fca	6ab8498b-1ffa-4615-a7e2-d67af8c1d1fc.wgs.CaVEMan.raw_somatic_mutation.vcf.gz.tbi	34ae5fc3aec804064ac3ea46eb7e249a	724534	released	[b'phs000178']	TCGA-UCS	index_file
0355efab-c221-4374-b406-cbc9f6b9248c	6ab8498b-1ffa-4615-a7e2-d67af8c1d1fc.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	539a5d0f2201480b6e12fd8993bcd4a7	12206985	released	[b'phs000178']	TCGA-UCS	data_file
3590cfe5-d157-4960-94bc-9b97aa7f9a44	aa58534e-57ed-44dd-be20-6f4a4ff1d11e_wxs_gdc_realn.bai	487cc64491adc5e51f3a8384f0f243bd	7790696	released	[b'phs000178']	TCGA-UCS	index_file
0359f456-e24d-4a29-b2cd-8676d2a1d840	aa58534e-57ed-44dd-be20-6f4a4ff1d11e_wxs_gdc_realn.bam	4d4eb6216bd10edc97fec8df5ddb0fcf	17051048693	released	[b'phs000178']	TCGA-UCS	data_file
03691279-49c4-409b-816c-a0b288dc1abb	TEENY_p_TCGA_302_303_N_GenomeWideSNP_6_G06_1344604.CEL	2b0bf3800470bbe31bf3ca773dad5657	69099745	released	[b'phs000178']	TCGA-UCS	data_file
057a3e4e-701f-4a91-9df3-d396d4920aa5	39e8c7cc-c789-4631-b423-a785446704cd.wxs.varscan2.raw_somatic_mutation.vcf.gz.tbi	1547ff7e0fedbea99f1ad4d943a43e39	7950	released	[b'phs000178']	TCGA-UCS	index_file
039d6e4b-b0d7-4f6f-b5f7-15a94b52310d	39e8c7cc-c789-4631-b423-a785446704cd.wxs.varscan2.raw_somatic_mutation.vcf.gz	c3c73c98c36ccd706bc2cdef7945b3d7	36580	released	[b'phs000178']	TCGA-UCS	data_file
03ae8ac6-f59f-4c71-92ea-06e83d6c33ab	778e6330-b1a6-4332-941c-4a3486dbb125.rna_seq.transcriptome.gdc_realn.bam	fbbc58b5ce3593dccd8d1af4c3fa5421	12637130457	released	[b'phs000178']	TCGA-UCS	data_file
03c38d97-0475-4016-abc9-89dbb975a465	25ccf4ed-f315-4d9b-bec9-f84fc29bc4a5.methylation_array.sesame.level3betas.txt	04f9f7883414f64b34828f4dde1269f3	13152726	released	[b'open']	TCGA-UCS	data_file
03cc3aca-628a-487e-92d0-aaf1b910eedd	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_H04_1344382.CEL	08250edcebb2e6c1a62c8bc66f624be1	69062645	released	[b'phs000178']	TCGA-UCS	data_file
